title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Sen Benim HerŞeyimsin,MOVIE,2016,,107,['comedy'],['TR'],,tt5748380,6.2,2667.0
Barakah Meets Barakah,MOVIE,2016,,88,"['romance', 'comedy']",['SA'],,tt5435084,6.3,1681.0
Word Party,SHOW,2016,TV-Y,20,"['animation', 'family']",['US'],5.0,tt5235950,5.7,349.0
Fitoor,MOVIE,2016,,131,"['drama', 'romance']",['IN'],,tt4399594,5.4,4787.0
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,,78,['comedy'],['US'],,tt4705606,6.8,1506.0
Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],,tt3730510,5.3,1824.0
Reggie Watts: Spatial,MOVIE,2016,,61,"['comedy', 'music']",['US'],,tt5861260,6.0,503.0
You Are My Sunday,MOVIE,2016,,119,"['drama', 'comedy']",['IN'],,tt4990516,7.8,1649.0
Layla M.,MOVIE,2016,,98,"['drama', 'european']",['NL'],,tt5712152,6.7,1692.0
Trailer Park Boys: Out of the Park: Europe,SHOW,2016,TV-MA,30,"['action', 'crime', 'drama', 'comedy']",['CA'],2.0,tt5937754,7.0,2285.0
Asperger's Are Us,MOVIE,2016,,83,"['documentation', 'comedy', 'drama']",['US'],,tt4991844,6.6,737.0
Honeytrap,MOVIE,2015,,93,"['drama', 'crime', 'romance']",['GB'],,tt4187514,5.9,758.0
City of Joy,MOVIE,2016,,74,"['documentation', 'crime', 'drama', 'thriller', 'war']",['CD'],,tt6290168,7.5,525.0
ABCD 2,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],,tt3679000,5.4,6258.0
Iliza Shlesinger: Freezing Hot,MOVIE,2015,,71,"['comedy', 'documentation']",['US'],,tt4074376,6.8,2572.0
My Sunshine,SHOW,2015,TV-PG,45,"['drama', 'romance']",['CN'],1.0,tt6131630,6.6,185.0
Carlos Ballarta: el amor es de putos,MOVIE,2016,,67,['comedy'],['MX'],,tt6268852,7.0,232.0
Offline: Are You Ready for the Next Level?,MOVIE,2016,,91,"['action', 'comedy', 'european']",['DE'],,tt5351044,5.0,775.0
A Touch of Green,SHOW,2015,TV-MA,46,"['family', 'drama', 'war']",['TW'],1.0,tt5231950,8.4,314.0
Olmo and the Seagull,MOVIE,2015,,90,"['drama', 'european', 'romance', 'family', 'documentation']","['FR', 'PT', 'SE', 'DK', 'BR']",,tt4160256,7.2,674.0
7:19,MOVIE,2016,,94,"['thriller', 'drama', 'history']",['MX'],,tt5979312,5.9,644.0
Born in Syria,MOVIE,2016,,86,"['documentation', 'european']","['ES', 'DK']",,tt5356680,7.7,279.0
Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],,tt4814290,7.3,12816.0
Kulipari: An Army of Frogs,SHOW,2016,,24,"['action', 'animation', 'fantasy']",['US'],2.0,tt6040768,6.9,254.0
The Doll,MOVIE,2016,,106,"['thriller', 'horror']",['ID'],,tt6011480,5.2,738.0
Brother Jekwu,MOVIE,2016,,103,"['comedy', 'crime']",['NG'],,tt8857316,,
Clair Obscur,MOVIE,2016,,100,"['drama', 'european']",['TR'],,tt4373956,6.5,2374.0
Pettson and Findus: The Best Christmas Ever,MOVIE,2016,,82,"['family', 'animation', 'comedy', 'fantasy', 'european']",['DE'],,tt5858122,5.5,353.0
U Turn,MOVIE,2016,R,120,"['horror', 'thriller', 'crime', 'drama']",['IN'],,tt6684398,7.5,3310.0
28 Faces of the Moon,SHOW,2016,TV-14,18,['drama'],['KR'],1.0,tt10145322,6.4,25.0
I Love You,MOVIE,2016,,98,"['drama', 'comedy', 'romance', 'european']",['SE'],,tt5183654,4.7,983.0
Ordinary People,MOVIE,2016,,107,['drama'],['PH'],,tt5891626,7.3,498.0
Poshter Girl,MOVIE,2016,PG-13,140,['comedy'],['IN'],,tt5323386,6.6,328.0
The Creative Indians,SHOW,2016,TV-MA,28,['documentation'],['US'],4.0,tt9583184,8.3,45.0
Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],,tt4007558,3.6,5612.0
Kazoops!,SHOW,2016,,11,"['family', 'fantasy', 'animation', 'comedy']","['AU', 'GB']",3.0,tt6312916,7.5,122.0
Bottersnikes & Gumbles,SHOW,2016,TV-Y7,13,"['action', 'animation', 'comedy', 'family']","['AU', 'US', 'GB']",4.0,tt6015820,5.1,47.0
Hawaizaada,MOVIE,2015,PG,157,"['fantasy', 'drama']",['IN'],,tt4338154,5.6,1910.0
Fangbone!,SHOW,2016,TV-PG,22,"['animation', 'comedy', 'family', 'fantasy', 'action']",['CA'],1.0,tt4358188,6.2,312.0
Very Big Shot,MOVIE,2015,R,107,"['thriller', 'action', 'crime', 'drama']","['LB', 'QA']",,tt4971824,7.1,1395.0
Joe Rogan: Triggered,MOVIE,2016,,63,"['comedy', 'documentation']",['US'],,tt6023444,7.4,4447.0
X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],,tt5207116,5.1,699.0
David Cross: Making America Great Again,MOVIE,2016,,74,['comedy'],['US'],,tt5943936,6.4,1647.0
100 Meters,MOVIE,2016,,108,"['drama', 'comedy', 'european']",['ES'],,tt5089786,7.5,6167.0
Iliza Shlesinger: Confirmed Kills,MOVIE,2016,,77,['comedy'],['US'],,tt6081882,6.6,2865.0
Breaking the Bank,MOVIE,2016,,106,['comedy'],['GB'],,tt3105662,4.8,928.0
Hannibal Buress: Comedy Camisado,MOVIE,2016,R,67,['comedy'],['US'],,tt5352432,6.6,1517.0
"Have You Ever Fallen in Love, Miss Jiang?",SHOW,2016,TV-14,89,['drama'],['TW'],1.0,,,
Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],,tt3422462,4.5,1273.0
Lang Tong,MOVIE,2015,,83,['thriller'],['SG'],,tt6423578,4.8,307.0
"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,,74,['comedy'],['XX'],,tt5087462,6.5,1036.0
Kiss of Life,MOVIE,2015,G,102,"['comedy', 'romance', 'drama']",['TR'],,tt5348954,5.9,1248.0
Chasing Cameron,SHOW,2016,TV-PG,28,['reality'],['US'],1.0,tt6370626,3.8,501.0
S Storm,MOVIE,2016,PG-13,90,"['action', 'thriller', 'crime', 'drama']","['CN', 'HK']",,tt5998744,5.2,697.0
Hans Teeuwen: Echte Rancune,MOVIE,2016,,103,['comedy'],['NL'],,,,
Theo Von: No Offense,MOVIE,2016,,65,"['comedy', 'documentation']",['US'],,tt5066564,5.6,864.0
If I were an Animal,SHOW,2016,TV-G,10,['documentation'],['FR'],1.0,,,
Mike Epps: Don't Take It Personal,MOVIE,2015,,60,['comedy'],['US'],,tt5339586,4.4,274.0
Husband Factor,MOVIE,2015,PG-13,108,"['comedy', 'fantasy', 'romance', 'drama']",['TR'],,tt4899096,6.2,5031.0
Michael Che Matters,MOVIE,2016,,60,['comedy'],['US'],,tt6209400,7.2,2586.0
Spark,SHOW,2016,TV-14,13,['drama'],['KR'],5.0,tt6409112,7.0,57.0
Under the Black Moonlight,SHOW,2016,TV-14,10,"['drama', 'thriller', 'horror']",['KR'],1.0,tt7162436,5.0,56.0
Aziz Ansari: Live at Madison Square Garden,MOVIE,2015,,58,['comedy'],['US'],,tt4530184,6.6,3247.0
Hibana: Spark,SHOW,2016,,53,['drama'],['JP'],1.0,tt5301958,7.9,798.0
Katti Batti,MOVIE,2015,,138,"['romance', 'comedy', 'drama']",['IN'],,tt4467262,4.7,3137.0
Ave Maria,MOVIE,2015,,15,['comedy'],"['FR', 'DE', 'PS']",,,,
Patton Oswalt: Talking for Clapping,MOVIE,2016,,65,"['comedy', 'documentation']",['US'],,tt5457520,6.8,1971.0
Husband Factor: Resurrection,MOVIE,2016,PG,108,"['comedy', 'family', 'romance', 'drama', 'fantasy']",['TR'],,tt5838944,5.4,297.0
XV Beyond the Tryline,MOVIE,2016,,91,"['documentation', 'sport']",['GB'],,tt5254198,6.8,75.0
Close Your Eyes Before It's Dark,SHOW,2016,TV-14,84,"['drama', 'crime']",['TW'],1.0,tt6506806,7.0,218.0
Best Lover,SHOW,2016,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt9874364,6.8,74.0
Luna Petunia,SHOW,2016,TV-Y,24,"['animation', 'family', 'fantasy']",['CA'],3.0,tt4588068,6.2,58.0
"Dana Carvey: Straight White Male, 60",MOVIE,2016,,64,['comedy'],['US'],,tt6217368,6.4,1483.0
A Second Chance,MOVIE,2015,,130,"['romance', 'drama', 'family', 'sport', 'documentation']",['PH'],,tt5226380,8.6,47.0
Soul Thieves,MOVIE,2015,,88,['horror'],['MX'],,tt4990706,5.0,275.0
Umrika,MOVIE,2015,,98,"['drama', 'comedy']",['IN'],,tt3995590,6.6,1463.0
Wedding Association 2: Circumcision,MOVIE,2015,PG-13,107,['comedy'],['TR'],,tt5114588,6.4,10261.0
The Miracle,SHOW,2016,TV-14,18,"['drama', 'comedy', 'fantasy', 'music']",['KR'],1.0,tt6703344,6.3,210.0
The Dream Job,SHOW,2016,TV-14,44,"['drama', 'family']",['SG'],1.0,tt7131688,6.1,14.0
One in a Billion,MOVIE,2016,,69,['documentation'],['US'],,tt6045798,6.7,543.0
Frank and Cindy,MOVIE,2015,,102,"['comedy', 'drama']",['US'],,tt1239242,6.1,855.0
Vanished 46,SHOW,2016,TV-MA,61,"['scifi', 'action', 'crime', 'drama', 'thriller']",['TR'],1.0,tt5606154,8.4,4269.0
Niyazi Gül Dörtnala,MOVIE,2015,PG,106,"['comedy', 'drama', 'action']",['TR'],,tt4505260,4.5,3170.0
Brent Morin: I'm Brent Morin,MOVIE,2015,,67,['comedy'],['US'],,tt5280664,6.5,688.0
My Mother's Wound,MOVIE,2016,PG-13,120,"['drama', 'war']",['TR'],,tt5684860,7.3,3620.0
Saawan,MOVIE,2016,,90,"['drama', 'thriller']",['PK'],,tt5580778,7.4,239.0
Beauty and the Bestie,MOVIE,2015,,119,"['comedy', 'drama', 'action']",['PH'],,tt4842270,4.8,294.0
The CEO,MOVIE,2016,PG-13,105,"['drama', 'thriller']",['NG'],,tt5036924,5.7,121.0
Sam Kinison: The Scream Continues,MOVIE,2016,,29,['documentation'],['US'],,tt6069058,6.1,39.0
Magic Cellphone,SHOW,2016,TV-PG,13,"['drama', 'comedy']",['KR'],1.0,tt7162434,4.1,21.0
Sila Samayangalil,MOVIE,2016,,101,['drama'],['IN'],,tt5877882,5.5,30.0
Secret of Success,SHOW,2015,TV-14,41,['drama'],['MY'],1.0,,,
Diamond Lover,SHOW,2015,TV-PG,45,"['comedy', 'drama']",['CN'],1.0,tt6058496,6.4,138.0
Ricardo O'Farrill: Abrazo Genial,MOVIE,2016,,92,['comedy'],['MX'],,tt5547496,5.5,113.0
Brahman Naman,MOVIE,2016,,94,['comedy'],"['GB', 'IN']",,tt5240748,5.5,1884.0
Dedemin Fişi,MOVIE,2016,PG,100,"['comedy', 'family']",['TR'],,tt5191238,5.5,3524.0
My Stupid Boss,MOVIE,2016,,106,"['comedy', 'drama']",['ID'],,tt5514296,7.2,1511.0
Love O2O,MOVIE,2016,,105,"['romance', 'drama']",['CN'],,tt6093452,6.4,998.0
Ojukokoro (Greed),MOVIE,2016,,110,"['comedy', 'thriller', 'crime']",['NG'],,tt6660922,6.7,62.0
Aerials,MOVIE,2016,,90,"['drama', 'scifi', 'thriller']",['AE'],,tt5314138,1.5,382.0
Unchained fate,SHOW,2016,TV-14,40,['scifi'],['MY'],1.0,,,
Jimmy Carr: Funny Business,MOVIE,2016,,62,[],['GB'],,,,
Santa Pac's Merry Berry Day,MOVIE,2016,,44,"['action', 'animation', 'comedy']","['JP', 'US', 'CA']",,,,
Sons of the Caliphate,SHOW,2015,TV-14,39,['drama'],['NG'],1.0,tt10202268,7.4,32.0
Cedric the Entertainer: Live from the Ville,MOVIE,2016,,60,['comedy'],['US'],,tt5753806,6.0,681.0
The Blind Christ,MOVIE,2016,,95,['drama'],"['CL', 'FR']",,tt4778424,5.8,273.0
Black,MOVIE,2015,,90,['action'],[],,tt7254796,4.4,74.0
Souk Bazaar,MOVIE,2015,PG,97,['comedy'],['TR'],,tt4324242,5.2,1891.0
Dharam Sankat Mein,MOVIE,2015,PG-13,129,"['comedy', 'drama']",['IN'],,tt4354740,6.3,2237.0
Saudi Arabia Uncovered,MOVIE,2016,,51,['documentation'],['SA'],,,,
#Rucker50,MOVIE,2016,,56,['documentation'],['US'],,tt6475636,5.2,117.0
The Tour,MOVIE,2016,,93,"['comedy', 'european']",['CZ'],,,,
Barcelona: A Love Untold,MOVIE,2016,,132,"['drama', 'romance']",['PH'],,tt5755912,6.9,749.0
Project Marathwada,MOVIE,2016,,110,['drama'],['IN'],,tt5714802,6.6,88.0
Gang of the Caribbean,MOVIE,2016,,90,"['thriller', 'european']",['FR'],,tt2174084,5.1,294.0
Budhia Singh: Born to Run,MOVIE,2016,,112,"['drama', 'sport']",['IN'],,tt5805252,7.6,1479.0
Crazy Beautiful You,MOVIE,2015,,115,"['romance', 'drama', 'comedy']",['PH'],,tt4377918,7.2,828.0
Kara Bela,MOVIE,2015,PG-13,100,"['comedy', 'action', 'drama']",['TR'],,tt5274684,6.8,8920.0
Road To High & Low,MOVIE,2016,,95,"['action', 'drama']",['JP'],,tt5659164,6.7,177.0
Fartsa,SHOW,2015,TV-14,60,"['crime', 'drama']",['RU'],1.0,tt4567218,6.7,195.0
The Breakup Playlist,MOVIE,2015,,117,"['drama', 'music', 'romance']",['PH'],,tt4628812,6.5,303.0
Singles Villa,SHOW,2015,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt5053036,7.7,28.0
Vince & Kath & James,MOVIE,2016,,116,['romance'],['PH'],,tt6271264,6.9,371.0
Sommore: The Reign Continues,MOVIE,2015,R,93,['comedy'],['US'],,tt4172758,6.9,76.0
The Last Egg,MOVIE,2016,,95,"['romance', 'drama', 'comedy']",['VN'],,tt5357902,4.8,98.0
Ricardo O'Farrill: abrazo navideño,MOVIE,2016,,31,['comedy'],['MX'],,tt6475778,5.7,67.0
You're My Boss,MOVIE,2015,,116,"['comedy', 'romance']",['PH'],,tt4489160,6.3,272.0
Everyday I Love You,MOVIE,2015,,122,"['romance', 'drama']",['PH'],,tt4944460,7.1,491.0
Triumph in the Skies,MOVIE,2015,,100,"['comedy', 'drama']",['HK'],,tt1929433,4.3,368.0
The Super Parental Guardians,MOVIE,2016,,115,['comedy'],['PH'],,tt6271110,4.5,204.0
Gbomo Gbomo Express,MOVIE,2015,,97,"['drama', 'crime']",['NG'],,tt4527090,5.0,50.0
Chris D'Elia: Incorrigible,MOVIE,2015,R,83,"['comedy', 'documentation']",['US'],,tt4624852,6.4,1535.0
Virunga: Gorillas in Peril,MOVIE,2015,,28,['documentation'],['US'],,tt4677816,6.6,32.0
Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016,,93,['family'],['GB'],,,,
Cristina,MOVIE,2016,,39,"['drama', 'documentation']",['US'],,,,
Janoskians: Untold and Untrue,MOVIE,2015,,88,['comedy'],['US'],,tt4841640,3.7,160.0
Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,,68,"['comedy', 'european']",['DE'],,tt6959666,4.8,67.0
Santa Banta Pvt Ltd,MOVIE,2016,,112,"['comedy', 'crime', 'drama']",['IN'],,tt2909396,2.7,282.0
Tariqi: My Way,SHOW,2015,TV-14,42,"['drama', 'music']",['EG'],1.0,tt5528490,7.2,143.0
76,MOVIE,2016,PG-13,118,"['romance', 'drama']",['NG'],,tt2385126,5.6,220.0
The Governor,SHOW,2016,TV-14,45,['drama'],['NG'],1.0,tt7128052,7.4,100.0
Chhota Bheem in African Safari,MOVIE,2015,,62,['animation'],[],,tt6418390,6.5,12.0
Grandmother's Farm Part 2,MOVIE,2015,,80,"['comedy', 'horror', 'thriller']",['AE'],,tt4658908,5.3,59.0
Jandino: Whatever it Takes,MOVIE,2016,,94,['comedy'],"['GB', 'NL']",,tt6999080,4.5,30.0
The Unmarried Wife,MOVIE,2016,,130,"['romance', 'drama']",['PH'],,tt5755796,5.8,188.0
The Love Affair,MOVIE,2015,,125,"['romance', 'drama']",['PH'],,tt4202506,6.2,256.0
Pac’s Scary Halloween,MOVIE,2016,,44,"['fantasy', 'horror']",['US'],,,,
,MOVIE,2015,,11,[],[],,tt4661188,,
Back to 1989,SHOW,2016,TV-14,44,"['scifi', 'drama']",['TW'],1.0,tt6273088,8.0,106.0
Snervous Tyler Oakley,MOVIE,2015,PG-13,82,['documentation'],['US'],,tt5073746,5.4,473.0
Meet The in-Laws,MOVIE,2016,,75,['comedy'],['NG'],,tt8332742,6.0,23.0
Oloibiri,MOVIE,2015,,106,"['thriller', 'drama', 'action']","['CA', 'NG']",,tt8007138,5.1,183.0
A Chaster Marriage,MOVIE,2016,PG-13,93,"['romance', 'family', 'comedy']",['TR'],,tt6379048,5.4,874.0
Popples,SHOW,2015,,25,['animation'],"['FR', 'RU', 'US']",3.0,tt4210022,6.0,57.0
Hajwala: The Missing Engine,MOVIE,2016,R,96,"['drama', 'thriller', 'action', 'crime', 'sport']",['AE'],,tt6200274,2.1,250.0
The Arbitration,MOVIE,2016,,100,"['drama', 'comedy']",['NG'],,tt5811182,5.1,121.0
Just the Way You Are,MOVIE,2015,,107,"['drama', 'comedy', 'romance']",['PH'],,tt3837166,6.3,502.0
My Little Baby,SHOW,2016,TV-PG,37,"['comedy', 'drama']",['KR'],1.0,tt5546516,6.9,103.0
Love Storm,SHOW,2016,TV-14,87,['family'],['TW'],1.0,tt6093070,5.5,325.0
Bibik Bibikku,SHOW,2016,TV-PG,40,"['drama', 'comedy']",['MY'],1.0,,,
The Third Party,MOVIE,2016,,118,"['comedy', 'romance']",['PH'],,tt6088634,6.1,267.0
Lakeeran,MOVIE,2016,,113,['drama'],['IN'],,tt6115284,6.2,33.0
Love Is a Story,MOVIE,2015,,107,"['comedy', 'european', 'romance']",['RO'],,tt3764686,6.0,365.0
A Man Returned,MOVIE,2016,,30,['documentation'],[],,,,
Time Out,MOVIE,2015,,98,"['drama', 'animation', 'family', 'music']",['IN'],,tt4396648,6.0,399.0
Jada,MOVIE,2016,PG-13,16,"['drama', 'sport']",['US'],,tt9769714,5.3,157.0
Ozark,SHOW,2017,TV-MA,60,"['crime', 'thriller', 'drama']",['US'],4.0,tt5071412,8.5,278223.0
Derry Girls,SHOW,2018,TV-MA,25,['comedy'],['GB'],3.0,tt7120662,8.4,28718.0
The Sinner,SHOW,2017,TV-MA,45,"['crime', 'thriller', 'drama']",['US'],4.0,tt6048596,7.9,117055.0
Blade Runner 2049,MOVIE,2017,R,164,"['scifi', 'thriller', 'action', 'drama']","['CA', 'HU', 'MX', 'ES', 'GB', 'US']",,tt1856101,8.0,539864.0
Dark,SHOW,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",['DE'],3.0,tt5753856,8.7,354443.0
Sorry to Bother You,MOVIE,2018,R,111,"['fantasy', 'scifi', 'drama', 'comedy']",['US'],,tt5688932,6.9,75653.0
Dunkirk,MOVIE,2017,PG-13,107,"['drama', 'history', 'thriller', 'war', 'action', 'european']","['US', 'FR', 'NL', 'GB']",,tt5013056,7.8,619645.0
Wind River,MOVIE,2017,R,106,"['thriller', 'crime', 'drama', 'western']","['FR', 'GB', 'US']",,tt6185846,7.7,240408.0
Molly's Game,MOVIE,2017,R,140,"['drama', 'crime', 'sport']","['CA', 'US', 'CN']",,tt4209788,7.4,165817.0
Riverdale,SHOW,2017,TV-14,42,"['thriller', 'drama', 'romance', 'crime']",['US'],6.0,tt5420376,6.7,139154.0
Legacies,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy', 'horror']",['US'],4.0,tt8103070,7.3,28877.0
Mindhunter,SHOW,2017,TV-MA,53,"['crime', 'drama', 'thriller']",['US'],2.0,tt5290382,8.6,261429.0
Den of Thieves,MOVIE,2018,R,140,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1259528,7.0,107701.0
All American,SHOW,2018,TV-14,42,"['drama', 'sport']",['US'],4.0,tt7414406,7.6,9704.0
Phantom Thread,MOVIE,2017,R,130,"['romance', 'drama']","['US', 'GB']",,tt5776858,7.4,128600.0
Manifest,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",['US'],3.0,tt8421350,7.1,50145.0
Elite,SHOW,2018,TV-MA,48,"['crime', 'drama', 'thriller']",['ES'],5.0,tt7134908,7.4,73062.0
Cobra Kai,SHOW,2018,TV-14,31,"['action', 'comedy', 'drama', 'sport']",['US'],5.0,tt7221388,8.6,163858.0
You,SHOW,2018,TV-MA,47,"['thriller', 'crime', 'drama', 'romance']",['US'],3.0,tt7335184,7.7,225949.0
Lost in Space,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],3.0,tt5232792,7.3,96868.0
Money Heist,SHOW,2017,TV-MA,50,"['crime', 'drama', 'thriller', 'action', 'european']",['ES'],5.0,tt6468322,8.3,450797.0
Lady Bird,MOVIE,2017,R,94,"['drama', 'comedy']",['US'],,tt4925292,7.4,277165.0
Good Girls,SHOW,2018,TV-14,42,"['comedy', 'drama', 'crime']",['US'],4.0,tt6474378,7.7,49867.0
The Ritual,MOVIE,2017,R,94,"['horror', 'thriller']","['GB', 'CA']",,tt5638642,6.3,92788.0
Bodyguard,SHOW,2018,TV-MA,60,"['war', 'crime', 'drama', 'thriller', 'european']",['GB'],2.0,tt7493974,8.1,114446.0
Godless,SHOW,2017,TV-MA,65,"['western', 'documentation', 'action', 'drama', 'crime']",['US'],1.0,tt5516154,7.6,27.0
Altered Carbon,SHOW,2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",['US'],2.0,tt2261227,7.9,162018.0
Maniac,SHOW,2018,TV-MA,39,"['drama', 'scifi', 'comedy']",['US'],1.0,tt5580146,7.7,74877.0
Dirty John,SHOW,2018,TV-MA,44,"['crime', 'drama']",['US'],2.0,tt15438396,7.3,20817.0
Darkest Hour,MOVIE,2017,PG-13,125,"['drama', 'war', 'history', 'thriller', 'family']",['GB'],,tt4555426,7.4,193208.0
Babylon Berlin,SHOW,2017,TV-MA,49,"['crime', 'thriller', 'drama', 'european']",['DE'],4.0,tt4378376,8.4,23256.0
Charmed,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy']",['US'],4.0,tt6394324,4.5,16091.0
The Haunting of Hill House,SHOW,2018,TV-MA,58,"['drama', 'scifi', 'horror', 'thriller']",['US'],1.0,tt6763664,8.6,226817.0
HAPPY!,SHOW,2017,TV-MA,43,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",['US'],2.0,tt2452242,8.1,37747.0
Workin' Moms,SHOW,2017,TV-MA,22,"['comedy', 'drama']",['CA'],6.0,tt6143796,7.8,14892.0
The Nightingale,MOVIE,2018,R,136,"['thriller', 'drama', 'horror']",['AU'],,tt4068576,7.3,28196.0
Wild Wild Country,SHOW,2018,TV-MA,67,"['crime', 'documentation']",['US'],1.0,tt7768848,8.1,29298.0
Somebody Feed Phil,SHOW,2018,TV-14,52,['documentation'],['US'],5.0,tt7752034,8.2,4420.0
Big Mouth,SHOW,2017,TV-MA,27,"['animation', 'comedy', 'romance']",['US'],6.0,tt6524350,7.9,74660.0
How It Ends,MOVIE,2018,,113,"['thriller', 'action', 'drama', 'scifi']","['CA', 'US']",,tt5246700,5.0,51513.0
Dynasty,SHOW,2017,TV-14,42,['drama'],['US'],5.0,tt6128300,7.2,21136.0
The Disaster Artist,MOVIE,2017,R,104,"['comedy', 'drama']",['US'],,tt3521126,7.3,149604.0
Imposters,SHOW,2017,TV-14,43,"['drama', 'comedy', 'crime']",['US'],2.0,tt5212822,7.8,13238.0
Anne with an E,SHOW,2017,TV-G,46,"['drama', 'family']",['CA'],3.0,tt5421602,8.7,51001.0
Ghostland,MOVIE,2018,R,91,"['horror', 'thriller', 'drama', 'european']","['FR', 'CA']",,tt6195094,6.4,30444.0
Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,,72,"['documentation', 'history']",['CA'],,tt6854248,6.6,2176.0
Manhunt,SHOW,2017,TV-14,43,"['documentation', 'crime', 'thriller', 'drama']",['US'],2.0,tt5618256,8.1,57459.0
The Ballad of Buster Scruggs,MOVIE,2018,R,132,"['western', 'comedy', 'drama', 'romance']",['US'],,tt6412452,7.3,141528.0
Okja,MOVIE,2017,PG-13,122,"['drama', 'scifi', 'action']","['KR', 'US']",,tt3967856,7.3,116305.0
Santa Clarita Diet,SHOW,2017,TV-MA,29,"['comedy', 'horror']",['US'],3.0,tt5580540,7.9,64467.0
The Bad Batch,MOVIE,2017,R,119,"['drama', 'action', 'horror', 'romance', 'scifi']",['US'],,tt4334266,5.2,30785.0
The Bureau of Magical Things,SHOW,2018,TV-G,23,"['scifi', 'family', 'fantasy']",['AU'],2.0,tt7153034,6.7,1914.0
One Day at a Time,SHOW,2017,TV-PG,29,"['comedy', 'drama']",['US'],4.0,tt5339440,8.2,15669.0
The End of the F***ing World,SHOW,2017,TV-MA,21,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['GB'],2.0,tt6257970,8.1,177868.0
Safe,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'crime', 'european']",['GB'],1.0,tt7902072,7.2,41822.0
GLOW,SHOW,2017,TV-MA,34,"['drama', 'comedy', 'sport', 'reality']",['US'],4.0,tt0784878,8.0,44751.0
Trolls: The Beat Goes On!,SHOW,2018,TV-G,21,"['comedy', 'romance', 'animation', 'family', 'fantasy']",['US'],8.0,tt7539608,5.8,798.0
Collateral,SHOW,2018,TV-MA,57,"['drama', 'thriller', 'crime']",['GB'],1.0,tt6729080,6.7,17304.0
Shot Caller,MOVIE,2017,R,120,"['thriller', 'crime', 'drama']",['US'],,tt4633690,7.3,83961.0
Castlevania,SHOW,2017,TV-MA,26,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",['US'],4.0,tt6517102,8.3,61114.0
The Shack,MOVIE,2017,PG-13,132,"['fantasy', 'drama']",['US'],,tt2872518,6.2,35406.0
The Kominsky Method,SHOW,2018,TV-MA,26,"['drama', 'comedy']",['US'],3.0,tt7255502,8.2,38232.0
Knightfall,SHOW,2017,TV-14,44,"['action', 'drama', 'history']",['US'],2.0,tt4555364,6.7,19809.0
Atypical,SHOW,2017,TV-14,31,"['comedy', 'drama']",['US'],4.0,tt6315640,8.3,81643.0
Alias Grace,SHOW,2017,TV-MA,44,"['drama', 'thriller', 'crime']",['CA'],1.0,tt1034007,7.7,31577.0
Roma,MOVIE,2018,R,135,"['drama', 'european']","['MX', 'US']",,tt6155172,7.7,153508.0
Deadwind,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",['FI'],3.0,tt6616260,7.3,8762.0
Crooked House,MOVIE,2017,PG-13,115,"['drama', 'crime']",['GB'],,tt1869347,6.3,23327.0
A Series of Unfortunate Events,SHOW,2017,TV-PG,47,"['action', 'family', 'comedy', 'drama']",['US'],3.0,tt4834206,7.8,59239.0
The Beguiled,MOVIE,2017,R,93,"['drama', 'documentation', 'war', 'thriller']",['US'],,tt5592248,6.8,21.0
American Vandal,SHOW,2017,TV-MA,33,"['comedy', 'drama', 'crime']",['US'],2.0,tt6877772,8.1,29972.0
Watership Down,SHOW,2018,TV-PG,50,"['animation', 'action', 'drama', 'family', 'fantasy']",['GB'],1.0,tt5670764,7.2,6043.0
